Čas;Celé meno;Kontext udalosti;Komponent;Názov udalosti;Pôvod
20.1.2021 12:40;student26;Test: Záverečný teoretický test;Test;Zobrazené moduly kurzu;web
20.1.2021 12:40;student26;Test: Záverečný teoretický test;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
20.1.2021 12:40;student26;Test: Záverečný teoretický test;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
20.1.2021 12:40;student26;Test: Záverečný teoretický test;Test;Zobrazené moduly kurzu;web
20.1.2021 12:41;student26;Test: Záverečný teoretický test;Test;Zobrazené moduly kurzu;web
20.1.2021 12:43;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:43;student26;Test: Záverečný teoretický test;Test;Zahájený pokus;web
20.1.2021 12:43;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:44;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:44;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:44;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:44;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:45;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:45;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:45;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:45;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:46;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:46;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:46;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:46;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:47;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:47;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:47;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:48;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:48;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:48;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:49;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:50;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:51;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:51;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:51;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:52;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:52;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:52;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:53;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:53;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:54;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:54;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:54;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:55;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:55;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:57;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 12:58;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:01;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:02;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:02;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:03;student26;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:03;student26;Test: Záverečný teoretický test;Test;Zobrazené moduly kurzu;web
20.1.2021 13:03;student26;Test: Záverečný teoretický test;Test;Odoslaný pokus testu;web
20.1.2021 13:03;student26;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Používateľ bol oznámkovaný;web
20.1.2021 13:03;student26;Test: Záverečný teoretický test;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
20.1.2021 13:04;student26;Test: Záverečný teoretický test;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
20.1.2021 13:04;student26;Test: Záverečný teoretický test;Test;Zobrazené moduly kurzu;web
20.1.2021 13:05;student26;Test: Záverečný teoretický test;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
20.1.2021 13:05;student26;Test: Záverečný teoretický test;Test;Zobrazené moduly kurzu;web
20.1.2021 13:07;student26;Test: Záverečný teoretický test;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
20.1.2021 13:07;student26;Test: Záverečný teoretický test;Test;Zobrazené moduly kurzu;web
20.1.2021 13:09;student26;Test: Záverečný teoretický test;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
20.1.2021 13:09;student26;Test: Záverečný teoretický test;Test;Zobrazené moduly kurzu;web
20.1.2021 13:09;student26;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 13:09;student26;Test: Záverečný teoretický test;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
20.1.2021 13:09;student26;Test: Záverečný teoretický test;Test;Zobrazené moduly kurzu;web
20.1.2021 13:10;student26;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 13:10;student26;Test: Priebežný test;Test;Zobrazené moduly kurzu;web
20.1.2021 13:10;student26;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 14:06;student26;Workshop: Odovzdanie projektu;Workshop;Zobrazené moduly kurzu;web
20.1.2021 14:06;student26;Workshop: Odovzdanie projektu;Workshop;Príspevok prezeraný;web
20.9.2022 9:36;student26;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
28.9.2020 11:02;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Člen skupiny bol pridaný;web
28.9.2020 11:02;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Rola priradená;web
28.9.2020 11:02;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Používateľ bol zapísaný do kurzu;web
28.9.2020 11:02;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
28.9.2020 11:03;student27;Stránka: Harmonogram;Stránka;Zobrazené moduly kurzu;web
28.9.2020 11:03;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
28.9.2020 11:03;student27;URL: EA tutorials;URL;Zobrazené moduly kurzu;web
28.9.2020 11:03;student27;URL: EA tutorials;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
28.9.2020 11:03;student27;URL: EA tutorials;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
28.9.2020 11:05;student27;Stránka: Požiadavky na vedomosti pre skúškový test;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
28.9.2020 11:05;student27;Stránka: Požiadavky na vedomosti pre skúškový test;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
28.9.2020 11:05;student27;Stránka: Požiadavky na vedomosti pre skúškový test;Stránka;Zobrazené moduly kurzu;web
28.9.2020 11:05;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
28.9.2020 11:05;student27;Súbor: 2017-Scrum-Guide-Slovak;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
28.9.2020 11:05;student27;Súbor: 2017-Scrum-Guide-Slovak;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
28.9.2020 11:05;student27;Súbor: 2017-Scrum-Guide-Slovak;Zdroj;Zobrazené moduly kurzu;web
28.9.2020 11:08;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
28.9.2020 14:41;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
28.9.2020 14:41;student27;Súbor: Cloud Computing Synopsis;Zdroj;Zobrazené moduly kurzu;web
28.9.2020 14:43;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
28.9.2020 14:43;student27;Súbor: Scrum and XP from the Trenches - Slovak;Zdroj;Zobrazené moduly kurzu;web
30.9.2020 16:53;student27;Workshop: Odovzdanie projektu;Workshop;Zobrazené moduly kurzu;web
30.9.2020 16:53;student27;Workshop: Odovzdanie projektu;Workshop;Zobrazené moduly kurzu;web
30.9.2020 16:53;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
30.9.2020 16:53;student27;Adresár: Analýza požiadaviek (IBM);Adresár;Zobrazené moduly kurzu;web
30.9.2020 16:54;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
30.9.2020 16:54;student27;Súbor: Rábová, Drlík: Podnikové informačné systémy, architektúra a vývoj. (Text k prednáškam);Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
30.9.2020 16:54;student27;Súbor: Rábová, Drlík: Podnikové informačné systémy, architektúra a vývoj. (Text k prednáškam);Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
30.9.2020 16:54;student27;Súbor: Rábová, Drlík: Podnikové informačné systémy, architektúra a vývoj. (Text k prednáškam);Zdroj;Zobrazené moduly kurzu;web
30.9.2020 16:54;student27;Súbor: Kenneth C. Laudon,Jane P. Laudon -- Management Information System 12th Edition;Zdroj;Zobrazené moduly kurzu;web
30.9.2020 16:55;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
30.9.2020 16:55;student27;Súbor: Cloud Computing Synopsis;Zdroj;Zobrazené moduly kurzu;web
30.9.2020 16:55;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
30.9.2020 16:55;student27;Súbor: 2017-Scrum-Guide-Slovak;Zdroj;Zobrazené moduly kurzu;web
30.9.2020 16:55;student27;Súbor: Scrum-Guide-US;Zdroj;Zobrazené moduly kurzu;web
30.9.2020 16:55;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
30.9.2020 16:55;student27;Súbor: Scrum and XP from the Trenches - Slovak;Zdroj;Zobrazené moduly kurzu;web
30.9.2020 16:55;student27;Adresár: Arlow - UML a unifikovaný proces vývoja aplikácií;Adresár;Zobrazené moduly kurzu;web
30.9.2020 16:55;student27;Adresár: Prednášky;Adresár;Zobrazené moduly kurzu;web
30.9.2020 16:56;student27;Súbor: Requirements Management in Enterprise Architect;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
30.9.2020 16:56;student27;Súbor: Requirements Management in Enterprise Architect;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
30.9.2020 16:56;student27;Súbor: Requirements Management in Enterprise Architect;Zdroj;Zobrazené moduly kurzu;web
30.9.2020 16:56;student27;Adresár: Analýza požiadaviek (IBM);Adresár;Zobrazené moduly kurzu;web
30.9.2020 16:56;student27;Adresár: Ako správne písať prípady použitia;Adresár;Zobrazené moduly kurzu;web
30.9.2020 16:56;student27;Súbor: writing-structured-use-case-scenarios-mdd;Zdroj;Zobrazené moduly kurzu;web
30.9.2020 16:56;student27;Súbor: Príklad - identifikácia aktérov a prípadov použitia - AIS;Zdroj;Zobrazené moduly kurzu;web
30.9.2020 16:56;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
30.9.2020 16:56;student27;Súbor: Príklad - identifikácia aktérov a prípadov použitia - ATM;Zdroj;Zobrazené moduly kurzu;web
30.9.2020 16:57;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
30.9.2020 16:57;student27;URL: Kompletná knižnica sprievodcov pre prácu s EA;URL;Zobrazené moduly kurzu;web
30.9.2020 16:57;student27;Súbor: Axure tutorial;Zdroj;Zobrazené moduly kurzu;web
30.9.2020 16:57;student27;Súbor: Návrh GUI - návrh interakcie - prednáška;Zdroj;Zobrazené moduly kurzu;web
30.9.2020 16:57;student27;Súbor: Kim Hamilton, Russel Miles - Learning UML 2.0;Zdroj;Zobrazené moduly kurzu;web
30.9.2020 16:57;student27;Súbor: Martin Fowler - UML Distilled;Zdroj;Zobrazené moduly kurzu;web
30.9.2020 16:57;student27;Súbor: Modeling with UML;Zdroj;Zobrazené moduly kurzu;web
30.9.2020 16:58;student27;Súbor: Základné vzťahy medzi diagramami UML;Zdroj;Zobrazené moduly kurzu;web
30.9.2020 16:58;student27;Súbor: UML Tutorial Part 1 Introduction;Zdroj;Zobrazené moduly kurzu;web
30.9.2020 16:58;student27;Súbor: UML Tutorial Part 2 Introduction;Zdroj;Zobrazené moduly kurzu;web
30.9.2020 16:58;student27;Stránka: UML modelovanie na Internete;Stránka;Zobrazené moduly kurzu;web
30.9.2020 16:58;student27;Súbor: Doménový model UML;Zdroj;Zobrazené moduly kurzu;web
30.9.2020 16:58;student27;Súbor: Class Diagram - IBM presentation;Zdroj;Zobrazené moduly kurzu;web
30.9.2020 16:58;student27;Súbor: Príklady diagramov tried - Doménové modely;Zdroj;Zobrazené moduly kurzu;web
30.9.2020 16:59;student27;Súbor: CASE systémy;Zdroj;Zobrazené moduly kurzu;web
30.9.2020 16:59;student27;Súbor: Getting started with enterprise architect;Zdroj;Zobrazené moduly kurzu;web
1.10.2020 18:34;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
1.10.2020 18:35;student27;URL: Plná verzia EA14 - verzia viazaná na študentov UKF;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
1.10.2020 18:35;student27;URL: Plná verzia EA14 - verzia viazaná na študentov UKF;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
1.10.2020 18:35;student27;URL: Plná verzia EA14 - verzia viazaná na študentov UKF;URL;Zobrazené moduly kurzu;web
1.10.2020 18:36;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
1.10.2020 18:57;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
1.10.2020 18:57;student27;Stránka: Postup inštalácie;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
1.10.2020 18:57;student27;Stránka: Postup inštalácie;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
1.10.2020 18:57;student27;Stránka: Postup inštalácie;Stránka;Zobrazené moduly kurzu;web
1.10.2020 18:58;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
1.10.2020 18:58;student27;Súbor: sparxkeystoreservice;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
1.10.2020 18:58;student27;Súbor: sparxkeystoreservice;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
1.10.2020 18:58;student27;Súbor: sparxkeystoreservice;Zdroj;Zobrazené moduly kurzu;web
1.10.2020 18:58;student27;Stránka: Postup inštalácie;Stránka;Zobrazené moduly kurzu;web
1.10.2020 19:00;student27;Súbor: kluce;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
1.10.2020 19:00;student27;Súbor: kluce;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
1.10.2020 19:00;student27;Súbor: kluce;Zdroj;Zobrazené moduly kurzu;web
1.10.2020 19:01;student27;Súbor: kluce;Zdroj;Zobrazené moduly kurzu;web
1.10.2020 19:02;student27;Stránka: Postup inštalácie;Stránka;Zobrazené moduly kurzu;web
1.10.2020 19:14;student27;URL: Plná verzia EA14 - verzia viazaná na študentov UKF;URL;Zobrazené moduly kurzu;web
1.10.2020 19:26;student27;Súbor: kluce;Zdroj;Zobrazené moduly kurzu;web
1.10.2020 19:27;student27;Súbor: sparxkeystoreservice install tutorial;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
1.10.2020 19:27;student27;Súbor: sparxkeystoreservice install tutorial;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
1.10.2020 19:27;student27;Súbor: sparxkeystoreservice install tutorial;Zdroj;Zobrazené moduly kurzu;web
1.10.2020 19:32;student27;URL: Enhanced Document Generation in Enterprise Architect;URL;Zobrazené moduly kurzu;web
2.10.2020 11:37;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
2.10.2020 11:37;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Zobrazený zoznam používateľov;web
2.10.2020 11:37;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Zobrazený používateľský profil;web
3.10.2020 16:13;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
5.10.2020 9:45;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
5.10.2020 9:45;student27;Súbor: Scrum-Guide-US;Zdroj;Zobrazené moduly kurzu;web
5.10.2020 9:45;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
5.10.2020 9:45;student27;Súbor: Príklad - identifikácia aktérov a prípadov použitia - AIS;Zdroj;Zobrazené moduly kurzu;web
5.10.2020 10:03;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
5.10.2020 10:05;student27;Súbor: Príklad - identifikácia aktérov a prípadov použitia - AIS;Zdroj;Zobrazené moduly kurzu;web
5.10.2020 10:11;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
5.10.2020 10:15;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
5.10.2020 10:17;student27;Súbor: Príklad - identifikácia aktérov a prípadov použitia - AIS;Zdroj;Zobrazené moduly kurzu;web
5.10.2020 10:27;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
7.10.2020 15:19;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
7.10.2020 15:19;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Zobrazený zoznam používateľov;web
7.10.2020 15:19;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Zobrazený používateľský profil;web
7.10.2020 15:21;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Zobrazený používateľský profil;web
9.10.2020 10:56;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
11.10.2020 16:59;student27;Stránka: Postup inštalácie;Stránka;Zobrazené moduly kurzu;web
12.10.2020 15:10;student27;Zadanie: Prípady použitia;Zadanie;Bol zobrazený stav riešenia zadania.;web
12.10.2020 15:10;student27;Zadanie: Prípady použitia;Zadanie;Zobrazené moduly kurzu;web
12.10.2020 15:10;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
12.10.2020 15:10;student27;Zadanie: Prípady použitia;Zadanie;Bol zobrazený stav riešenia zadania.;web
12.10.2020 15:10;student27;Zadanie: Prípady použitia;Zadanie;Zobrazené moduly kurzu;web
12.10.2020 19:11;student27;Zadanie: Prípady použitia;Zadanie;Bol zobrazený stav riešenia zadania.;web
12.10.2020 19:11;student27;Zadanie: Prípady použitia;Zadanie;Zobrazené moduly kurzu;web
12.10.2020 19:11;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
13.10.2020 10:44;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
13.10.2020 10:44;student27;Zadanie: Prípady použitia;Zadanie;Bol zobrazený stav riešenia zadania.;web
13.10.2020 10:44;student27;Zadanie: Prípady použitia;Zadanie;Zobrazené moduly kurzu;web
13.10.2020 10:44;student27;Zadanie: Prípady použitia;Zadanie;Bol zobrazený formulár pre riešenia zadania.;web
13.10.2020 10:44;student27;Zadanie: Prípady použitia;Zadanie;Zobrazené moduly kurzu;web
13.10.2020 10:44;student27;Zadanie: Prípady použitia;Zadanie;Bol zobrazený stav riešenia zadania.;web
13.10.2020 10:44;student27;Zadanie: Prípady použitia;Zadanie;Zobrazené moduly kurzu;web
13.10.2020 10:44;student27;Zadanie: Prípady použitia;Zadanie;Zadanie bolo odoslané;web
13.10.2020 10:44;student27;Zadanie: Prípady použitia;Zadanie;Používateľ prijal prehlásenie o odovzdanom zadaní.;web
13.10.2020 10:44;student27;Zadanie: Prípady použitia;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
13.10.2020 10:44;student27;Zadanie: Prípady použitia;Súbory odovzdaných zadaní;Bolo vytvorené riešenie zadania.;web
13.10.2020 10:44;student27;Zadanie: Prípady použitia;Súbory odovzdaných zadaní;Súbor bol nahraný;web
13.10.2020 10:44;student27;Zadanie: Prípady použitia;Zadanie;Zobrazené moduly kurzu;web
13.10.2020 10:44;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
13.10.2020 10:44;student27;Zadanie: Prípady použitia;Zadanie;Bol zobrazený stav riešenia zadania.;web
13.10.2020 10:44;student27;Zadanie: Prípady použitia;Zadanie;Zobrazené moduly kurzu;web
13.10.2020 18:28;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
13.10.2020 18:29;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Zobrazený zoznam používateľov;web
15.10.2020 18:01;student27;Anketa: Presun piatkovej prednasky;Anketa;Zobrazené moduly kurzu;web
15.10.2020 18:02;student27;Anketa: Presun piatkovej prednasky;Anketa;Zobrazené moduly kurzu;web
15.10.2020 18:02;student27;Anketa: Presun piatkovej prednasky;Anketa;Voľba bola vložená;web
16.10.2020 16:42;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
16.10.2020 16:42;student27;Súbor: Rábová, Drlík: Podnikové informačné systémy, architektúra a vývoj. (Text k prednáškam);Zdroj;Zobrazené moduly kurzu;web
16.10.2020 16:42;student27;Súbor: Návrh GUI - návrh interakcie - prednáška;Zdroj;Zobrazené moduly kurzu;web
16.10.2020 16:43;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
16.10.2020 16:43;student27;Súbor: writing-structured-use-case-scenarios-mdd;Zdroj;Zobrazené moduly kurzu;web
16.10.2020 16:43;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
16.10.2020 16:43;student27;Súbor: Kim Hamilton, Russel Miles - Learning UML 2.0;Zdroj;Zobrazené moduly kurzu;web
20.10.2020 10:39;student27;Zadanie: Doménový model;Zadanie;Bol zobrazený stav riešenia zadania.;web
20.10.2020 10:39;student27;Zadanie: Doménový model;Zadanie;Zobrazené moduly kurzu;web
20.10.2020 10:40;student27;Zadanie: Doménový model;Zadanie;Zobrazené moduly kurzu;web
20.10.2020 10:40;student27;Zadanie: Doménový model;Zadanie;Bol zobrazený formulár pre riešenia zadania.;web
20.10.2020 10:42;student27;Zadanie: Doménový model;Zadanie;Bol zobrazený stav riešenia zadania.;web
20.10.2020 10:42;student27;Zadanie: Doménový model;Zadanie;Zobrazené moduly kurzu;web
20.10.2020 10:42;student27;Zadanie: Doménový model;Zadanie;Zadanie bolo odoslané;web
20.10.2020 10:42;student27;Zadanie: Doménový model;Zadanie;Používateľ prijal prehlásenie o odovzdanom zadaní.;web
20.10.2020 10:42;student27;Zadanie: Doménový model;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
20.10.2020 10:42;student27;Zadanie: Doménový model;Súbory odovzdaných zadaní;Bolo vytvorené riešenie zadania.;web
20.10.2020 10:42;student27;Zadanie: Doménový model;Súbory odovzdaných zadaní;Súbor bol nahraný;web
20.10.2020 10:42;student27;Zadanie: Doménový model;Zadanie;Zobrazené moduly kurzu;web
27.10.2020 7:29;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
27.10.2020 7:29;student27;Stránka: Požiadavky na vedomosti pre skúškový test;Stránka;Zobrazené moduly kurzu;web
27.10.2020 7:30;student27;Zadanie: Doménový model;Zadanie;Bol zobrazený stav riešenia zadania.;web
27.10.2020 7:30;student27;Zadanie: Doménový model;Zadanie;Zobrazené moduly kurzu;web
27.10.2020 9:04;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
27.10.2020 9:04;student27;Anketa: Presun piatkovej prednasky;Anketa;Zobrazené moduly kurzu;web
27.10.2020 9:05;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
27.10.2020 10:28;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
27.10.2020 10:28;student27;Stránka: Harmonogram;Stránka;Zobrazené moduly kurzu;web
27.10.2020 19:35;student27;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
27.10.2020 19:35;student27;Súbor: Rábová, Drlík: Podnikové informačné systémy, architektúra a vývoj. (Text k prednáškam);Zdroj;Zobrazené moduly kurzu;web
27.10.2020 19:36;student27;Súbor: Rábová, Drlík: Podnikové informačné systémy, architektúra a vývoj. (Text k prednáškam);Zdroj;Zobrazené moduly kurzu;web
27.10.2020 19:36;student27;Súbor: Kenneth C. Laudon,Jane P. Laudon -- Management Information System 12th Edition;Zdroj;Zobrazené moduly kurzu;web
27.10.2020 19:36;student27;Súbor: Kenneth C. Laudon,Jane P. Laudon -- Management Information System 12th Edition;Zdroj;Zobrazené moduly kurzu;web
27.10.2020 19:37;student27;Súbor: 2017-Scrum-Guide-Slovak;Zdroj;Zobrazené moduly kurzu;web
27.10.2020 19:37;student27;Súbor: Scrum-Guide-US;Zdroj;Zobrazené moduly kurzu;web
27.10.2020 19:37;student27;Súbor: Scrum and XP from the Trenches - Slovak;Zdroj;Zobrazené moduly kurzu;web
27.10.2020 19:37;student27;Súbor: Requirements Management in Enterprise Architect;Zdroj;Zobrazené moduly kurzu;web
27.10.2020 19:37;student27;Súbor: writing-structured-use-case-scenarios-mdd;Zdroj;Zobrazené moduly kurzu;web
27.10.2020 19:37;student27;Súbor: Príklad - identifikácia aktérov a prípadov použitia - AIS;Zdroj;Zobrazené moduly kurzu;web
27.10.2020 19:37;student27;Súbor: Príklad - identifikácia aktérov a prípadov použitia - ATM;Zdroj;Zobrazené moduly kurzu;web
27.10.2020 19:37;student27;Súbor: Návrh GUI - návrh interakcie - prednáška;Zdroj;Zobrazené moduly kurzu;web
27.10.2020 19:37;student27;Súbor: Axure tutorial;Zdroj;Zobrazené moduly kurzu;web
